name,type,tier,address,county,phone,email,contactPerson,servicesOffered,paymentTermDays,contractStatus,contractStartDate,contractEndDate,contractNotes,geoLatitude,geoLongitude,isOpen24Hours,operatingHours,legalName,registrationNumber,licenceNumber,facilityLevel,smartProviderId,slade360ProviderId
Frontier Kiryandongo Medical Centre,CLINIC,PANEL,"Kiryandongo South, Kiryandongo, Uganda",Kiryandongo,+25674102042,billing.0519@frontier.kiryandongo.medical.centre.test.ug,Provider Relations 0519,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.894911,32.056506,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Frontier Kiryandongo Medical Centre Limited,UG-REG-TEST-000519,UMDPC-TEST-000519,Outpatient Clinic,SMART-UG-00519,SLADE-UG-00519
Wellness Gulu Medical Centre,CLINIC,PANEL,"Gulu Industrial Area, Gulu, Uganda",Gulu,+25674109961,billing.0520@wellness.gulu.medical.centre.test.ug,Provider Relations 0520,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.768902,32.262939,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Wellness Gulu Medical Centre,,UMDPC-TEST-000520,Outpatient Clinic,SMART-UG-00520,SLADE-UG-00520
Trust Yumbe Medical Centre,CLINIC,PARTNER,"Yumbe Town Council, Yumbe, Uganda",Yumbe,+25674117880,billing.0521@trust.yumbe.medical.centre.test.ug,Provider Relations 0521,Outpatient|Laboratory|Emergency,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.46373,31.250519,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Trust Yumbe Medical Centre Limited,UG-REG-TEST-000521,UMDPC-TEST-000521,Outpatient Clinic,SMART-UG-00521,SLADE-UG-00521
Family Kagadi Medical Centre,CLINIC,PANEL,"Kagadi West, Kagadi, Uganda",Kagadi,+25674125799,billing.0522@family.kagadi.medical.centre.test.ug,Provider Relations 0522,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.927861,30.779846,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Family Kagadi Medical Centre Limited,UG-REG-TEST-000522,UMDPC-TEST-000522,Outpatient Clinic,SMART-UG-00522,SLADE-UG-00522
Metro Kampala Medical Centre 241,CLINIC,PANEL,"Kampala Municipal, Kampala, Uganda",Kampala,+25674133718,billing.0523@metro.kampala.medical.centre.241.test.ug,Provider Relations 0523,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.36164,32.569399,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Kampala Medical Centre 241 Limited,UG-REG-TEST-000523,UMDPC-TEST-000523,Outpatient Clinic,SMART-UG-00523,SLADE-UG-00523
Care Ntungamo Medical Centre,CLINIC,PANEL,"Ntungamo Central, Ntungamo, Uganda",Ntungamo,+25674141637,billing.0524@care.ntungamo.medical.centre.test.ug,Provider Relations 0524,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.872704,30.246032,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Care Ntungamo Medical Centre Limited,UG-REG-TEST-000524,UMDPC-TEST-000524,Outpatient Clinic,SMART-UG-00524,SLADE-UG-00524
Trust Bundibugyo Medical Centre,CLINIC,PANEL,"Bundibugyo Lake View, Bundibugyo, Uganda",Bundibugyo,+25674149556,billing.0525@trust.bundibugyo.medical.centre.test.ug,Provider Relations 0525,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.708763,30.059789,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Trust Bundibugyo Medical Centre Limited,UG-REG-TEST-000525,UMDPC-TEST-000525,HC IV,SMART-UG-00525,SLADE-UG-00525
Grace Fort Portal Medical Centre,CLINIC,PARTNER,"Fort Portal Mission Ward, Fort Portal, Uganda",Fort Portal,+25674157475,billing.0526@grace.fort.portal.medical.centre.test.ug,Provider Relations 0526,Outpatient|Laboratory|Minor Surgery,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.651238,30.287407,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Grace Fort Portal Medical Centre Limited,UG-REG-TEST-000526,UMDPC-TEST-000526,HC IV,SMART-UG-00526,SLADE-UG-00526
Reliable Apac Medical Centre,CLINIC,PANEL,"Apac Market Ward, Apac, Uganda",Apac,+25674165394,billing.0527@reliable.apac.medical.centre.test.ug,Provider Relations 0527,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.007991,32.560755,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Reliable Apac Medical Centre Limited,UG-REG-TEST-000527,UMDPC-TEST-000527,HC III,SMART-UG-00527,SLADE-UG-00527
St. Mary's Sironko Medical Centre,CLINIC,PANEL,"Sironko Municipal, Sironko, Uganda",Sironko,+25674173313,billing.0528@st.mary.s.sironko.medical.centre.test.ug,Provider Relations 0528,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.264477,34.27228,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Mary's Sironko Medical Centre,,UMDPC-TEST-000528,HC III,SMART-UG-00528,SLADE-UG-00528
Care Pallisa Medical Centre,CLINIC,PANEL,"Pallisa Town Council, Pallisa, Uganda",Pallisa,+25674181232,billing.0529@care.pallisa.medical.centre.test.ug,Provider Relations 0529,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.171847,33.74014,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Care Pallisa Medical Centre Limited,UG-REG-TEST-000529,UMDPC-TEST-000529,HC III,SMART-UG-00529,SLADE-UG-00529
St. Luke's Kapchorwa Medical Centre,CLINIC,PARTNER,"Kapchorwa East, Kapchorwa, Uganda",Kapchorwa,+25674189151,billing.0530@st.luke.s.kapchorwa.medical.centre.test.ug,Provider Relations 0530,Outpatient|Laboratory|Emergency,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.432837,34.469672,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",St. Luke's Kapchorwa Medical Centre Limited,UG-REG-TEST-000530,UMDPC-TEST-000530,Outpatient Clinic,SMART-UG-00530,SLADE-UG-00530
Bridge Luwero Medical Centre,CLINIC,PANEL,"Luwero East, Luwero, Uganda",Luwero,+25674197070,billing.0531@bridge.luwero.medical.centre.test.ug,Provider Relations 0531,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.825598,32.51326,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Luwero Medical Centre,,UMDPC-TEST-000531,HC IV,SMART-UG-00531,SLADE-UG-00531
Pearl Lira Medical Centre 250,CLINIC,PANEL,"Lira Industrial Area, Lira, Uganda",Lira,+25674204989,billing.0532@pearl.lira.medical.centre.250.test.ug,Provider Relations 0532,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.226567,32.874659,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Pearl Lira Medical Centre 250 Limited,UG-REG-TEST-000532,UMDPC-TEST-000532,HC IV,SMART-UG-00532,SLADE-UG-00532
Bridge Pallisa Medical Centre,CLINIC,PARTNER,"Pallisa Central, Pallisa, Uganda",Pallisa,+25674212908,billing.0533@bridge.pallisa.medical.centre.test.ug,Provider Relations 0533,Outpatient|Laboratory|Emergency,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.117564,33.666839,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Pallisa Medical Centre,,UMDPC-TEST-000533,HC III,SMART-UG-00533,SLADE-UG-00533
Pearl Lira Medical Centre 252,CLINIC,PARTNER,"Lira Hill View, Lira, Uganda",Lira,+25674220827,billing.0534@pearl.lira.medical.centre.252.test.ug,Provider Relations 0534,Outpatient|Laboratory|Minor Surgery,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.269544,32.858265,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Pearl Lira Medical Centre 252 Limited,UG-REG-TEST-000534,UMDPC-TEST-000534,HC III,SMART-UG-00534,SLADE-UG-00534
Community Wakiso Medical Centre,CLINIC,PANEL,"Wakiso Central, Wakiso, Uganda",Wakiso,+25674228746,billing.0535@community.wakiso.medical.centre.test.ug,Provider Relations 0535,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.395696,32.469367,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Community Wakiso Medical Centre Limited,UG-REG-TEST-000535,UMDPC-TEST-000535,Outpatient Clinic,SMART-UG-00535,SLADE-UG-00535
Frontier Nakasongola Medical Centre,CLINIC,PANEL,"Nakasongola Industrial Area, Nakasongola, Uganda",Nakasongola,+25674236665,billing.0536@frontier.nakasongola.medical.centre.test.ug,Provider Relations 0536,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.275108,32.478501,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Frontier Nakasongola Medical Centre Limited,UG-REG-TEST-000536,UMDPC-TEST-000536,HC IV,SMART-UG-00536,SLADE-UG-00536
Hope Arua Medical Centre,CLINIC,PANEL,"Arua Mission Ward, Arua, Uganda",Arua,+25674244584,billing.0537@hope.arua.medical.centre.test.ug,Provider Relations 0537,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.020315,30.916195,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Arua Medical Centre Limited,UG-REG-TEST-000537,UMDPC-TEST-000537,Outpatient Clinic,SMART-UG-00537,SLADE-UG-00537
Hope Kasese Medical Centre,CLINIC,PANEL,"Kasese South, Kasese, Uganda",Kasese,+25674252503,billing.0538@hope.kasese.medical.centre.test.ug,Provider Relations 0538,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.189731,30.113841,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Kasese Medical Centre Limited,UG-REG-TEST-000538,UMDPC-TEST-000538,HC IV,SMART-UG-00538,SLADE-UG-00538
Life Mukono Medical Centre 257,CLINIC,PANEL,"Mukono Town Council, Mukono, Uganda",Mukono,+25674260422,billing.0539@life.mukono.medical.centre.257.test.ug,Provider Relations 0539,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.346208,32.756334,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Life Mukono Medical Centre 257 Limited,UG-REG-TEST-000539,UMDPC-TEST-000539,HC IV,SMART-UG-00539,SLADE-UG-00539
Bridge Kumi Medical Centre,CLINIC,PANEL,"Kumi Municipal, Kumi, Uganda",Kumi,+25674268341,billing.0540@bridge.kumi.medical.centre.test.ug,Provider Relations 0540,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.418223,33.927727,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Kumi Medical Centre Limited,UG-REG-TEST-000540,UMDPC-TEST-000540,HC IV,SMART-UG-00540,SLADE-UG-00540
International Medical Centre Jinja Central,CLINIC,PANEL,"Jinja North, Jinja, Uganda",Jinja,+25674276260,billing.0541@international.medical.centre.jinja.central.test.ug,Provider Relations 0541,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.428359,33.216576,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",International Medical Centre Jinja Central Limited,UG-REG-TEST-000541,UMDPC-TEST-000541,HC III,SMART-UG-00541,SLADE-UG-00541
Reliable Iganga Medical Centre,CLINIC,PANEL,"Iganga South, Iganga, Uganda",Iganga,+25674284179,billing.0542@reliable.iganga.medical.centre.test.ug,Provider Relations 0542,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.631376,33.480418,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Reliable Iganga Medical Centre Limited,UG-REG-TEST-000542,UMDPC-TEST-000542,HC III,SMART-UG-00542,SLADE-UG-00542
Bridge Adjumani Medical Centre,CLINIC,PANEL,"Adjumani Lake View, Adjumani, Uganda",Adjumani,+25674292098,billing.0543@bridge.adjumani.medical.centre.test.ug,Provider Relations 0543,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",3.351464,31.82979,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Bridge Adjumani Medical Centre,,UMDPC-TEST-000543,HC III,SMART-UG-00543,SLADE-UG-00543
Metro Kayunga Medical Centre,CLINIC,PANEL,"Kayunga University Ward, Kayunga, Uganda",Kayunga,+25674300017,billing.0544@metro.kayunga.medical.centre.test.ug,Provider Relations 0544,Outpatient|Laboratory|Chronic Care,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.699132,32.879328,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Kayunga Medical Centre Limited,UG-REG-TEST-000544,UMDPC-TEST-000544,HC III,SMART-UG-00544,SLADE-UG-00544
Hope Lira Medical Centre,CLINIC,PARTNER,"Lira Central, Lira, Uganda",Lira,+25674307936,billing.0545@hope.lira.medical.centre.test.ug,Provider Relations 0545,Outpatient|Laboratory|Maternity,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.26553,32.858938,true,"{""Mon"":""00:00-24:00"",""Tue"":""00:00-24:00"",""Wed"":""00:00-24:00"",""Thu"":""00:00-24:00"",""Fri"":""00:00-24:00"",""Sat"":""00:00-24:00"",""Sun"":""00:00-24:00""}",Hope Lira Medical Centre,,UMDPC-TEST-000545,HC IV,SMART-UG-00545,SLADE-UG-00545
Unity Kiryandongo Medical Centre,CLINIC,PANEL,"Kiryandongo Central, Kiryandongo, Uganda",Kiryandongo,+25674315855,billing.0546@unity.kiryandongo.medical.centre.test.ug,Provider Relations 0546,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",1.899845,32.074582,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Unity Kiryandongo Medical Centre Limited,UG-REG-TEST-000546,UMDPC-TEST-000546,Outpatient Clinic,SMART-UG-00546,SLADE-UG-00546
Hope Mayuge Medical Centre,CLINIC,PANEL,"Mayuge North, Mayuge, Uganda",Mayuge,+25674323774,billing.0547@hope.mayuge.medical.centre.test.ug,Provider Relations 0547,Outpatient|Laboratory|Maternity,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.451221,33.503944,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Mayuge Medical Centre Limited,UG-REG-TEST-000547,UMDPC-TEST-000547,HC III,SMART-UG-00547,SLADE-UG-00547
Family Mityana Medical Centre 266,CLINIC,PANEL,"Mityana Mission Ward, Mityana, Uganda",Mityana,+25674331693,billing.0548@family.mityana.medical.centre.266.test.ug,Provider Relations 0548,Outpatient|Laboratory|Emergency,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",0.439255,32.032125,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Family Mityana Medical Centre 266 Limited,UG-REG-TEST-000548,UMDPC-TEST-000548,HC IV,SMART-UG-00548,SLADE-UG-00548
Metro Nebbi Medical Centre,CLINIC,PARTNER,"Nebbi University Ward, Nebbi, Uganda",Nebbi,+25674339612,billing.0549@metro.nebbi.medical.centre.test.ug,Provider Relations 0549,Outpatient|Laboratory|Emergency,21,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",2.502247,31.078649,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Metro Nebbi Medical Centre Limited,UG-REG-TEST-000549,UMDPC-TEST-000549,Outpatient Clinic,SMART-UG-00549,SLADE-UG-00549
Hope Ibanda Medical Centre,CLINIC,PANEL,"Ibanda South, Ibanda, Uganda",Ibanda,+25674347531,billing.0550@hope.ibanda.medical.centre.test.ug,Provider Relations 0550,Outpatient|Laboratory|Minor Surgery,30,ACTIVE,2026-01-01,2027-12-31,"Synthetic Uganda facility fixture for provider network, claims, preauth, member map, settlement, and tariff testing.",-0.172271,30.474867,false,"{""Mon"":""08:00-17:00"",""Tue"":""08:00-17:00"",""Wed"":""08:00-17:00"",""Thu"":""08:00-17:00"",""Fri"":""08:00-17:00"",""Sat"":""09:00-13:00"",""Sun"":""Closed""}",Hope Ibanda Medical Centre,,UMDPC-TEST-000550,HC III,SMART-UG-00550,SLADE-UG-00550
